genus_and_species,superkingdom,phylum,class,order,family,genus,Tmin,Topt_ave,Tmax,gc_count,gc_percentage,genome_size,accession,coding_bases,coding_density,ncbi_biosample,ncbi_country,ncbi_isolation_source,ncbi_lat_lon,gtdb_representative,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_rrna_count,ncbi_trna_count,protein_count,trna_aa_count,trna_count,checkm2_completeness,checkm2_contamination
Ruegeria arenilitoris,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,4,33.5,45,2578448,55.79662569133165,4621154,RS_GCF_013030265.1,4201665,90.92241894557074,SAMN13488922,Hong Kong: Ngo Mei Chau,Coral skeleton,none,TRUE,0,Ruegeria arenilitoris,none,3,45,4489,19,45,99.99,0
Ruegeria conchae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,10,27.5,37,2502747,55.73534104769428,4490413,RS_GCF_000192475.1,4066724,90.56458726624923,SAMN02470214,none,none,none,TRUE,0,Ruegeria conchae,4338,3,45,4412,19,44,100,0.06
Ruegeria denitrificans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,15,26,26,2621165,56.73369955758725,4620120,RS_GCF_001458295.1,4138589,89.57752179597067,SAMEA3542132,Mediterranean Sea,oysters; cultured off Spanish Mediterranean coast; Vinaroz,none,TRUE,0,Ruegeria denitrificans,4472,3,45,4558,19,45,99.99,0.19
Ruegeria faecimaris,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,4,30,37,2333775,56.71269407866279,4115084,RS_GCF_900182615.1,3734572,90.75323857301576,SAMN06265380,none,none,none,TRUE,0,Ruegeria faecimaris,none,3,47,4072,19,47,100,0.07
Ruegeria halocynthiae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,10,30,37,2516980,58.338631444100045,4314497,RS_GCF_000743705.1,3905709,90.5252454689388,SAMN02997979,France: Banyuls Bay,Crambe crambe sponge,none,TRUE,0,Ruegeria halocynthiae,4159,8,52,4214,19,51,99.96,0.01
Ruegeria intermedia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,15,41,55,2469873,64.01263213003267,3858813,RS_GCF_900129345.1,3498577,90.6645903805134,SAMN05444279,none,none,none,TRUE,0,Ruegeria intermedia,none,3,45,3850,19,45,99.99,0.58
Ruegeria kandeliae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,10,33.5,40,3601357,65.68040322785083,5483153,RS_GCF_003116585.1,4952935,90.33005279991276,SAMN08992099,China: Hong Kong,rhizosphere soil of a mangrove plant,none,TRUE,0,Albibacillus kandeliae,5214,5,44,5221,19,46,100,0.01
Ruegeria marina,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,10,36,42,3136008,62.78015271393343,4995422,RS_GCF_900101475.1,4495453,89.99145617727591,SAMN04488239,none,none,none,TRUE,0,Ruegeria marina,4746,4,46,4759,19,46,99.98,0.06
Ruegeria marisrubri,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,20,38.5,50,2525348,62.944331977246456,4012034,RS_GCF_001507595.1,3632639,90.54357465564848,SAMN04376034,Saudi Arabia: Red Sea,Erba brine-seawater interface,none,TRUE,0,Ruegeria marisrubri,3826,3,48,3848,19,48,99.99,0.76
Ruegeria meonggei,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,4,30,30,2603250,57.30158562451629,4543068,RS_GCF_900172215.1,4108890,90.44306622749208,SAMEA102343918,none,Ascidian colleted from the South Sea,none,TRUE,0,Ruegeria meonggei,4431,3,45,4498,19,45,100,0.17
Ruegeria profundi,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,15,34,42,2413635,56.68397895283175,4258055,RS_GCF_001507545.1,3826771,89.87133797003561,SAMN04376033,Saudi Arabia: Red Sea,Erba brine-seawater interface,none,TRUE,0,Ruegeria profundi,4081,3,49,4108,19,48,100,0.08
Rufibacter glacialis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,4,20,25,2763452,51.90956702329951,5323680,RS_GCF_008271745.1,4428069,83.1768438373456,SAMN12282845,China,glacier soil,none,TRUE,0,Rufibacter glacialis,none,11,40,4280,19,40,99.95,0.8
Rufibacter immobilis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,15,30,45,2446745,51.272903375604884,4772155,RS_GCF_003721565.1,4086019,85.62209316336121,SAMN10386327,India: Pangong Lake,saline lake,none,TRUE,0,Rufibacter immobilis,none,3,43,3996,19,42,99.39,0.41
Rufibacter quisquiliarum,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,4,28.5,45,2884378,51.60483604909045,5589356,RS_GCF_014138425.1,4594843,82.20701991427993,SAMN12025055,none,none,none,FALSE,0,Rufibacter quisquiliarum,none,3,41,4566,19,41,99.97,0.24
Rufibacter roseus,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,4,30,37,2367133,46.25299494274291,5117794,RS_GCF_001647285.1,4393437,85.84630409117679,SAMN04419563,China: Xinjiang Uygur Autonomous Region,radiation-polluted soil,none,TRUE,0,Rufibacter roseus,4202,3,38,4265,19,38,99.99,0.72
Rufibacter ruber,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,10,25,37,2836044,51.54275092261184,5502314,RS_GCF_001647275.1,4507506,81.92018848797069,SAMN04419562,Antarctica: James Ross Island near Lachman Lake,Antarctic soil,none,TRUE,0,Rufibacter ruber,4463,3,39,4591,19,39,98.08,0.91
Rufibacter tibetensis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,18,30,33,2567395,47.42607648665818,5413467,RS_GCF_001310085.1,4603046,85.02953837162026,SAMN02711851,China:tibet,soil,none,TRUE,0,Rufibacter tibetensis,4411,12,45,4495,19,46,100,0.11
Ruficoccus amylovorans,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Ruficoccus,15,25,37,2717101,60.297160524292835,4506184,RS_GCF_014230085.1,3988781,88.51793446517053,SAMN15676579,Taiwan,fermenter,none,TRUE,1,Ruficoccus amylovorans,none,3,47,3912,19,46,97.78,0.02
Rugosibacter aromaticivorans,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rugosibacter,20,32,35,1618346,55.146866143417306,2934611,RS_GCF_000934545.1,2683293,91.43607108403803,SAMN03144834,USA: North Carolina,Contaminated soil,none,TRUE,0,Rugosibacter aromaticivorans,none,6,45,2876,19,45,99.98,0.97
Ruminococcus champanellensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,33,39,39,1249265,54.34464860086776,2298782,RS_GCF_905206235.1,2081026,90.52733143029656,SAMEA7846662,none,human gut,none,FALSE,1,Ruminococcus champanellensis,none,1,41,2119,18,41,99.96,0.32
Rummeliibacillus pycnus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,5,29,45,1334416,34.649508995028285,3851193,RS_GCF_002884495.1,3149579,81.78190498372842,SAMN07249127,Germany,soil,none,TRUE,3,Rummeliibacillus pycnus,3600,37,116,3625,19,116,100,0.54
Rummeliibacillus stabekisii,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,28,30,55,1217921,37.30297894940279,3264943,RS_GCF_007988965.1,2793052,85.54673083113549,SAMD00166034,USA:Florida; Cape Canaveral; Kennedy Space Center,Clean room,none,TRUE,2,Rummeliibacillus stabekisii,none,2,24,3196,14,24,100,0.17
Rummeliibacillus suwonensis,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,20,41,50,1473789,35.91921260832753,4105740,RS_GCF_007896435.1,3231821,78.71470185642539,SAMN11656138,South Korea,soil,36.20 N 127.22 E,TRUE,2,Rummeliibacillus suwonensis,none,10,53,3754,18,54,100,0.68
Runella defluvii,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,15,32.5,40,3575200,44.75030103063878,7991252,RS_GCF_014195535.1,7309591,91.46990984641704,SAMN12025120,South Korea: Pohang,none,36.0255 N 129.345 E,TRUE,0,Runella defluvii,none,7,42,6387,18,41,99.99,0.39
Runella zeae,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,15,28,37,3090794,42.20486001349389,7325983,RS_GCF_002483185.1,6583180,89.86070538247222,SAMN06456977,Germany: Hamburg-Reitbrook,water,none,FALSE,0,Runella zeae,none,0,34,6167,19,33,100,0.03
Rurimicrobium arvi,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Rurimicrobium,15,28.5,42,1641084,48.02612768560153,3418299,RS_GCF_039540495.1,3131668,91.6148060775257,SAMD00645693,none,none,none,TRUE,0,Rurimicrobium arvi,none,6,41,2961,19,39,100,0
Sabulilitoribacter arenilitoris,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sabulilitoribacter,10,30,30,1117406,32.00298547815766,3491608,RS_GCF_021728535.1,3146149,90.10601991976188,SAMN25221484,South Korea: South Sea,sand of seashore,none,TRUE,1,Wocania arenilitoris,none,3,34,3049,19,34,99.99,0.02
Sabulilitoribacter multivorans,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sabulilitoribacter,4,30,37,1074994,32.787562250965635,3278864,RS_GCF_021728415.1,3038933,92.68249613280696,SAMN25221629,South Korea: South Sea,Seashore sand,none,TRUE,1,Flaviramulus multivorans,none,4,38,2920,19,38,99.99,0.05
Saccharibacillus brassicae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,15,25,37,3281262,58.390972241500435,5619468,RS_GCF_006542275.1,4730473,84.18008608644092,SAMN11812191,South Korea,none,none,TRUE,1,Saccharibacillus brassicae,none,30,70,4618,19,70,99.94,0.09
Saccharibacillus deserti,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,10,25,35,2878022,56.14476107836134,5126128,RS_GCF_013618475.1,4422162,86.26710062643774,SAMN14924242,China,sand,40.18 N 109.29 E,TRUE,1,Saccharibacillus deserti,none,4,57,4467,19,58,99.97,0.02
Saccharibacillus endophyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,10,29,36,3177603,53.48606764661524,5941011,RS_GCF_013185185.1,5089485,85.6669849626604,SAMN14567368,France,none,none,TRUE,1,Saccharibacillus endophyticus,none,4,62,5107,19,62,100,0.02
Saccharibacillus kuerlensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,15,33.5,42,2392922,50.71231616186169,4719870,RS_GCF_014645255.1,3981587,84.35798019860717,SAMD00245144,none,none,none,FALSE,1,Saccharibacillus kuerlensis,none,39,69,4064,19,69,99.91,0.08
Saccharibacillus qingshengii,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,15,30,42,2947208,55.62400749200803,5298481,RS_GCF_013185195.1,4554683,85.96205214286887,SAMN14567406,France,none,none,TRUE,1,Saccharibacillus qingshengii,none,7,52,4650,19,54,100,0.13
Saccharibacillus sacchari,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,8,28,40,3240120,52.962184602665104,6117799,RS_GCF_037722395.1,5219982,85.32450968068746,SAMN40556778,none,none,none,TRUE,1,Saccharibacillus sacchari,none,15,66,5160,19,66,100,0.13
Saccharicrinis carchari,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,10,29,40,1910206,41.13515619229452,4644534,RS_GCF_900182605.1,4039075,86.96405279840776,SAMN06265379,none,none,none,TRUE,0,Saccharicrinis carchari,none,3,52,3621,19,47,99.97,0.13
Saccharomonospora amisosensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,28,30,45,3794283,68.55147481273511,5534940,RS_GCF_011761185.1,5011734,90.54721460395234,SAMN12024955,none,none,none,TRUE,0,Saccharomonospora amisosensis,none,9,47,5328,19,47,99.99,2.94
Saccharomonospora glauca,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,37,50,60,3154521,69.129458924511,4564108,RS_GCF_000243395.2,4100514,89.84261546834563,SAMN02441787,none,composted garbage,none,TRUE,0,Saccharomonospora glauca K62,4285,7,47,4315,19,48,99.97,0.28
Saccharophagus degradans,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,4,30,37,2370752,45.7817221251198,5178381,RS_GCF_029906505.1,4516934,87.22676064198444,SAMN34277932,China: Yancheng City; Jiangsu Province,seawater,none,FALSE,1,Saccharophagus degradans,none,12,45,4177,19,44,100,0.01
Saccharopolyspora antimicrobica,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,20,32.5,45,5818257,70.38623374794615,8266186,RS_GCF_003635025.1,7234029,87.51350380937473,SAMN04490245,none,none,none,TRUE,0,Saccharopolyspora antimicrobica,none,16,54,7658,19,52,99.93,0.52
Saccharopolyspora dendranthemae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,15,28,37,4468216,69.70017271329593,6410624,RS_GCF_007829955.1,5683369,88.65547254058264,SAMN12024781,none,none,none,TRUE,0,Saccharopolyspora dendranthemae,none,12,50,5786,19,50,97.47,0.5
Saccharopolyspora gloriosae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,10,28,32,4853473,71.10368743562213,6825909,RS_GCF_014203325.1,5878750,86.12406054636826,SAMN05878036,none,none,none,TRUE,0,Saccharopolyspora gloriosae,none,12,51,5929,19,51,98.55,0.35
Saccharopolyspora halophila,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,10,32.5,45,3853091,69.93495821335193,5509554,RS_GCF_039531955.1,4767213,86.52629595789423,SAMD00645312,none,none,none,TRUE,0,Saccharopolyspora halophila,none,3,52,5004,19,52,99.84,0.4
Saccharopolyspora indica,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,4,30,40,6128192,70.93439595779212,8639239,RS_GCF_027853965.1,7693706,89.05536702943395,SAMN31874991,India,rhizosphere sample from Melaleuca citrina,none,TRUE,0,Saccharopolyspora indica,none,11,57,7946,19,57,99.11,0.65
Saccharopolyspora lacisalsi,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,25,37,42,3695724,68.77324015004702,5373782,RS_GCF_014137975.1,4638258,86.3127309593132,SAMN12024943,none,none,none,TRUE,0,Halosaccharopolyspora lacisalsi,none,14,50,5164,19,50,97.28,0.17
Saccharopolyspora phatthalungensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,18,31,42,5784959,67.72580746183299,8541735,RS_GCF_014203395.1,7392983,86.55130368713148,SAMN05878392,none,none,none,TRUE,0,Saccharopolyspora phatthalungensis,none,12,52,7445,19,52,99.42,3.32
Saccharopolyspora subtropica,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,25,43.5,60,3798168,70.86783509459542,5359807,RS_GCF_014646075.1,4681373,87.34219347823532,SAMD00245185,none,none,none,FALSE,0,Saccharopolyspora subtropica,none,6,50,5010,19,50,100,0.38
Saccharospirillum impatiens,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,16,31,33,2623416,55.38705145027515,4743148,RS_GCF_000423605.1,4151291,87.52185257554687,SAMN02440661,Antarctica,none,none,TRUE,1,Saccharospirillum impatiens DSM 12546,4276,10,50,4374,19,51,100,1.02
Saccharospirillum mangrovi,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,10,37,45,2115228,57.37127910058041,3686911,RS_GCF_003367315.1,3341002,90.61791836038353,SAMN09742601,China: Haikou city,mangrove sediment,19.966667 N 110.566667 E,TRUE,1,Saccharospirillum mangrovi,none,12,52,3395,19,54,100,0.15
Saccharospirillum salsuginis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,15,35,50,3274203,59.24698743947646,5527949,RS_GCF_014651855.1,4846483,87.67235370659172,SAMD00245586,none,none,none,TRUE,1,Saccharospirillum salsuginis,none,16,51,4816,19,51,100,0.92
Saccharothrix carnea,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,4,28,37,6375615,71.49017920606798,8918169,RS_GCF_003014735.1,8043757,90.19516225808236,SAMN06295939,none,none,none,TRUE,0,Saccharothrix carnea,7902,7,61,7966,19,60,100,0.8
Saccharothrix deserti,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,20,28,37,7625833,70.39998796176309,10832261,RS_GCF_009769385.1,9629080,88.8926143858609,SAMN12229421,China: Guizhou,weathering rocks,none,TRUE,0,Saccharothrix deserti,none,5,73,10028,19,72,100,4.22
Saccharothrix saharensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,15,30,45,6450430,72.27399272176581,8924967,RS_GCF_006716745.1,8029147,89.96276400797896,SAMN12025562,none,none,none,TRUE,0,Saccharothrix saharensis,none,12,52,7995,19,54,100,0.29
Saccharothrix tamanrassetensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,20,30,37,5750987,71.41004170748239,8053586,RS_GCF_014203665.1,7148416,88.760658916413135,SAMN12025052,none,none,none,TRUE,0,Saccharothrix tamanrassetensis,none,6,50,7258,19,49,96.38,0.21
Saccharothrix violaceirubra,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,15,28,30,5243581,71.29869169227725,7354386,RS_GCF_014203755.1,6587095,89.56689246389841,SAMN12793293,none,none,none,TRUE,0,Saccharothrix violaceirubra,none,12,51,6838,19,52,99.13,0.8
Saccharothrix yanglingensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,15,26.5,35,6079274,73.36533554227984,8286323,RS_GCF_030852425.1,7434985,89.72598582024862,SAMN07569840,China,none,none,FALSE,0,Saccharothrix yanglingensis,none,5,54,7270,19,52,99.38,0.62
Sagittula marina,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,4,25,30,3094869,61.353007039143094,5044567,RS_GCF_014196795.1,4403171,87.2854102245049,SAMN13172768,none,none,none,TRUE,0,Sagittula marina,none,3,45,4823,19,45,100,0.55
Sagittula stellata,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,10,30,41,3439992,65.0207064969824,5290610,RS_GCF_039724765.1,4685626,88.5649480872716,SAMN41274942,none,none,none,TRUE,0,Sagittula stellata E-37,none,6,46,5008,19,46,100,0.25
Salaquimonas pukyongi,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Salaquimonas,20,27.5,35,1967233,58.590852868005705,3357577,RS_GCF_001953055.1,2991223,89.08873869460031,SAMN06199440,South Korea,Recirculating aquaculture system,none,TRUE,1,Salaquimonas pukyongi,3189,3,41,3260,19,41,100,1.07
Salegentibacter agarivorans,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,4,30,41,1582985,36.82948415433073,4298571,RS_GCF_900113135.1,3853678,89.6502116633644,SAMN04488033,none,none,none,TRUE,1,Salegentibacter agarivorans,3746,5,39,3790,19,39,100,0.06
Salegentibacter echinorum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,4,29,33,1473984,37.15554807170947,3967303,RS_GCF_900129445.1,3414375,86.06287445148506,SAMN05444483,none,none,none,TRUE,1,Salegentibacter echinorum,3421,5,39,3484,19,39,99.98,1.07
Salegentibacter flavus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,9,23.5,35,1465632,39.78328139759611,3688496,RS_GCF_900115145.1,3291679,89.24176683396159,SAMN05660413,none,none,none,TRUE,1,Salegentibacter flavus,3331,5,39,3354,19,39,100,0.08
Salegentibacter salarius,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,4,30,41,1232142,37.014255154437095,3328841,RS_GCF_900168265.1,2988376,89.77226608300006,SAMN05660445,none,none,none,TRUE,1,Salegentibacter salarius,3028,11,38,3070,19,38,99.95,0.23
Salegentibacter salinarum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,4,30,41,1602850,37.19054478225601,4310031,RS_GCF_900168115.1,3839468,89.08214349270342,SAMN05660903,none,none,none,TRUE,1,Salegentibacter salinarum,3714,7,39,3737,19,39,99.98,0.03
Salegentibacter sediminis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,16,33,37,1307696,40.06111045926893,3264253,RS_GCF_002078605.1,2963174,90.77648086713867,SAMN06174326,China: the coast of Weihai,marine sediment,none,TRUE,1,Salegentibacter sediminis,2919,3,41,2946,19,41,100,0.01
Salibacter halophilus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salibacter,20,33,50,1258513,40.308674458849225,3122189,RS_GCF_008806325.1,2900115,92.88723392465992,SAMN12784467,China: Feicheng region,solar saltern,36.145 N 116.823 E,TRUE,0,Salibacter halophilus,none,3,35,2757,19,35,99.97,0.11
Salibacterium halotolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,25,37,45,1722081,47.65421931698278,3614063,RS_GCF_900115625.1,3102058,85.83298077537663,SAMN05518683,none,none,none,TRUE,1,Salibacterium halotolerans,3615,13,62,3663,19,62,99.76,0.19
Salibacterium qingdaonense,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,25,37,45,1668396,47.45001085004947,3516738,RS_GCF_900114715.1,3014850,85.72859280389952,SAMN04488054,none,none,none,TRUE,1,Salibacterium qingdaonense,3522,11,56,3571,19,56,99.15,0.03
Salicibibacter halophilus,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Salilacibacter,25,35,40,1722155,45.87307354427365,3754174,RS_GCF_006740705.1,3197895,85.1823863251943,SAMN10716401,South Korea,none,none,TRUE,1,Salicibibacter halophilus,none,16,59,3827,19,60,97.66,1.22
Salimicrobium flavidum,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,4,37,40,1319115,45.480858675467374,2900825,RS_GCF_900156645.1,2495753,86.03597252505753,SAMN05421687,none,none,none,TRUE,1,Salimicrobium flavidum,2856,14,65,2897,19,65,100,0.13
Salimicrobium jeotgali,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,15,30,45,1254175,46.26183495903411,2711036,RS_GCF_016909095.1,2373133,87.5360194405386,SAMN17620068,none,none,none,FALSE,1,Salimicrobium jeotgali,none,7,63,2751,19,63,99.98,0.17
Salimicrobium salexigens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,15,37,40,1207886,46.75036856158994,2584100,RS_GCF_900156705.1,2278237,88.1636546573275,SAMN05421758,none,none,none,FALSE,1,Salimicrobium salexigens,2571,8,65,2599,19,65,99.99,0.26
